SYMBOL	X.1	day2_log2FoldChange	day2_lfcSE	day2_stat	day2_pvalue	day2_padj	day6_log2FoldChange	day6_lfcSE.	day6_stat	day6_pvalue	day6_padj
MICALL1	ENSG00000100139	-0.732504758	0.265996113	-2.753817531	0.00589046	0.035590379	-0.734107685	0.204971122	-3.58151762	0.000341604	0.003535967
DOCK1	ENSG00000150760	-0.732986904	0.243842338	-3.005987019	0.002647203	0.020194122	-0.610613143	0.237328924	-2.572855983	0.010086317	0.044994261
MYH3	ENSG00000109063	-0.733806262	0.253531307	-2.894341804	0.003799543	0.026011741	-0.937310765	0.292910129	-3.19999438	0.001374303	0.01021942
TNS3	ENSG00000136205	-0.734362636	0.254964075	-2.88025925	0.003973483	0.026826059	-0.625422042	0.222986537	-2.804752478	0.005035523	0.026761284
FZD10-AS1	ENSG00000250208	-0.741339973	0.227033615	-3.265331321	0.001093361	0.010843794	-0.838301214	0.244012947	-3.435478422	0.000591509	0.005376964
TBC1D3	ENSG00000274512	-0.742682301	0.233026849	-3.187110427	0.001437019	0.01314807	-0.839532583	0.2795552	-3.003101293	0.002672435	0.016836412
TBC1D3L	ENSG00000274512	-0.742682301	0.233026849	-3.187110427	0.001437019	0.01314807	-0.839532583	0.2795552	-3.003101293	0.002672435	0.016836412
MYO1C	ENSG00000197879	-0.743657497	0.263269758	-2.824697769	0.004732523	0.030411304	-0.641891513	0.207388676	-3.095113611	0.001967375	0.013451906
AHDC1	ENSG00000126705	-0.744419474	0.204628686	-3.637903804	0.000274866	0.003944393	-0.886113182	0.211749019	-4.184733352	2.86E-05	0.000499122
HOOK2	ENSG00000095066	-0.746741151	0.231433609	-3.22658906	0.001252752	0.011932335	-0.895834972	0.261746557	-3.422528197	0.000620417	0.005566387
ZNF628	ENSG00000197483	-0.747159141	0.20426973	-3.657708567	0.00025448	0.003729443	-1.026944503	0.246753461	-4.161824104	3.16E-05	0.000539919
CACNA1C	ENSG00000151067	-0.74912486	0.259830334	-2.883130876	0.003937438	0.026660146	-0.729696487	0.278494515	-2.620146709	0.008789195	0.040673537
GOLGA3	ENSG00000090615	-0.749684674	0.17757754	-4.221731385	2.42E-05	0.000619538	-0.607037588	0.198159463	-3.063379249	0.002188525	0.014621429
PRSS12	ENSG00000164099	-0.750016549	0.263893029	-2.842123384	0.004481414	0.029245381	-0.768981853	0.290808924	-2.644285611	0.008186355	0.03857127
MYH14	ENSG00000105357	-0.752045785	0.232744875	-3.231202336	0.001232706	0.01179932	-0.811001957	0.236922465	-3.423069042	0.000619183	0.005559706
FBN3	ENSG00000142449	-0.753839708	0.286679262	-2.629557868	0.008549598	0.046608434	-1.136870389	0.240157424	-4.733854869	2.20E-06	6.38E-05
EFR3B	ENSG00000084710	-0.755458756	0.265138848	-2.849294861	0.004381625	0.028750446	-0.865414424	0.25655203	-3.373251124	0.000742862	0.006385581
REXO1	ENSG00000079313	-0.755651617	0.239462308	-3.155618196	0.001601584	0.014180906	-0.778262891	0.22055744	-3.528617713	0.000417736	0.004120626
CHDH	ENSG00000016391	-0.759697684	0.282210788	-2.691951257	0.007103533	0.040753424	-1.091120822	0.254971647	-4.279380995	1.87E-05	0.000355789
TBC1D16	ENSG00000167291	-0.759773775	0.240413701	-3.160276524	0.001576195	0.014020081	-0.597118456	0.234467576	-2.546699491	0.010874704	0.047583622
ING5	ENSG00000168395	-0.760183328	0.226773261	-3.352173548	0.000801797	0.008615833	-0.766188911	0.253275427	-3.025121385	0.002485334	0.015956529
AGAP3	ENSG00000133612	-0.762048019	0.206880184	-3.683523496	0.000230032	0.003446675	-0.70921412	0.230112971	-3.082025826	0.00205597	0.013908877
RFX1	ENSG00000132005	-0.763692564	0.232387541	-3.286288763	0.001015169	0.010278442	-0.752165826	0.21583152	-3.484967468	0.000492197	0.00468369
GFRA1	ENSG00000151892	-0.764804066	0.233222248	-3.279292919	0.001040676	0.010462602	-0.952599544	0.271583293	-3.507577861	0.000452206	0.004372605
SLC12A4	ENSG00000124067	-0.76503487	0.279566522	-2.736503868	0.006209586	0.037032583	-0.714964823	0.221617481	-3.226121063	0.001254803	0.009539686
EPB41L4A	ENSG00000129595	-0.765443978	0.219399329	-3.488816404	0.000485164	0.005977264	-0.620757401	0.219979965	-2.821881528	0.004774281	0.025727931
ROBO3	ENSG00000154134	-0.767607272	0.242389575	-3.166832864	0.001541089	0.013807602	-0.713599946	0.226512199	-3.150381963	0.001630571	0.011670869
ECHDC2	ENSG00000121310	-0.769798412	0.197163752	-3.904360729	9.45E-05	0.001783466	-0.771360003	0.252845505	-3.05071669	0.002282959	0.015053508
ROBO4	ENSG00000154133	-0.77246708	0.291778803	-2.647440703	0.008110358	0.044889544	-0.624764407	0.236770981	-2.638686567	0.008322789	0.039036333
POFUT2	ENSG00000186866	-0.773920662	0.28971129	-2.671351405	0.007554651	0.042568368	-0.660743334	0.249246237	-2.650966139	0.008026189	0.037950168
MLLT1	ENSG00000130382	-0.77398168	0.218449966	-3.543061574	0.00039551	0.005162921	-0.796899901	0.215072623	-3.705259603	0.000211174	0.002433005
CLCN2	ENSG00000114859	-0.774426506	0.235713259	-3.285460098	0.00101816	0.010285722	-0.738504258	0.269253359	-2.742785682	0.006092043	0.030785106
SDR39U1	ENSG00000100445	-0.776406943	0.28722605	-2.703121617	0.006869161	0.039676954	-0.594534416	0.225052598	-2.641757622	0.008247706	0.038786421
MACF1	ENSG00000127603	-0.777520253	0.266127677	-2.92160613	0.003482316	0.024467377	-0.825490904	0.251861107	-3.277564022	0.00104707	0.008264009
KIAA0754	ENSG00000127603	-0.777520253	0.266127677	-2.92160613	0.003482316	0.024467377	-0.825490904	0.251861107	-3.277564022	0.00104707	0.008264009
PLD6	ENSG00000179598	-0.778052911	0.199295964	-3.904007371	9.46E-05	0.001784833	-0.927114571	0.25365739	-3.654987422	0.000257195	0.002836368
NUMBL	ENSG00000105245	-0.778234274	0.267784425	-2.906196925	0.003658511	0.025343903	-0.977270083	0.288986429	-3.381716178	0.000720345	0.00624153
FBXL18	ENSG00000155034	-0.77878434	0.273547971	-2.846975387	0.004413677	0.028875926	-0.609096534	0.237547654	-2.564102506	0.010344299	0.045808742
IRX3	ENSG00000177508	-0.778976144	0.213966376	-3.640647457	0.000271953	0.003906722	-0.58916294	0.227991283	-2.584146779	0.009762024	0.044032063
SOX13	ENSG00000143842	-0.779500403	0.261067614	-2.98581809	0.002828208	0.021188163	-0.649311563	0.227319667	-2.856380938	0.004285007	0.02368512
NCKAP5L	ENSG00000167566	-0.779792875	0.260486054	-2.993607007	0.002757008	0.020780455	-0.713165624	0.203331639	-3.507401147	0.000452506	0.004373653
ATG2A	ENSG00000110046	-0.781098601	0.266868187	-2.92690789	0.003423503	0.024204151	-0.63789978	0.210407894	-3.031729315	0.002431571	0.015705854
H6PD	ENSG00000049239	-0.782526449	0.195993598	-3.992612291	6.53E-05	0.001353061	-0.660398876	0.204516044	-3.229081027	0.001241887	0.009490987
PPP1R3E	ENSG00000235194	-0.78354825	0.211884269	-3.698001049	0.000217304	0.003310132	-0.677451703	0.23931747	-2.83076578	0.004643671	0.025160496
CHTF18	ENSG00000127586	-0.784761543	0.290512772	-2.701297911	0.006906944	0.039852833	-0.635632195	0.231545133	-2.745176232	0.006047841	0.030646426
MEGF8	ENSG00000105429	-0.784959819	0.256492075	-3.060366751	0.002210661	0.017782827	-1.001725613	0.207888673	-4.818567547	1.45E-06	4.46E-05
CAMTA2	ENSG00000108509	-0.786865667	0.26083035	-3.016771883	0.00255482	0.019677631	-0.696719006	0.201492092	-3.457798262	0.000544609	0.005051504
PCBP4	ENSG00000090097	-0.787764303	0.237326403	-3.319328537	0.000902342	0.009406032	-0.754490322	0.225508435	-3.345729932	0.000820663	0.006880268
DLG5	ENSG00000151208	-0.788216729	0.266239011	-2.960560609	0.003070797	0.022446437	-0.739908953	0.258649269	-2.860665165	0.004227533	0.023454776
IL17RE	ENSG00000163701	-0.788336271	0.260314349	-3.028401141	0.002458515	0.019144253	-0.765589484	0.260285269	-2.941347723	0.003267875	0.019492496
SLC35E2B	ENSG00000189339	-0.79187689	0.208814979	-3.792241796	0.000149293	0.002515854	-0.585898134	0.212404269	-2.758410345	0.005808324	0.029776815
FAM174B	ENSG00000185442	-0.791886299	0.211834057	-3.738238836	0.000185314	0.002930181	-1.015044566	0.252460184	-4.020612469	5.80E-05	0.000879671
CELF6	ENSG00000140488	-0.793661765	0.26832785	-2.957806146	0.003098369	0.022570983	-1.125152787	0.340036848	-3.308914291	0.000936585	0.00762466
RGS12	ENSG00000159788	-0.793803833	0.185375488	-4.282140212	1.85E-05	0.000505871	-0.757419265	0.231861069	-3.266694446	0.001088111	0.008517431
STAG3L5P	ENSG00000242294	-0.794193432	0.278845562	-2.84814801	0.004397447	0.028819455	-0.731841099	0.222088959	-3.295261061	0.000983303	0.007880965
SLIT3	ENSG00000184347	-0.794820513	0.284555307	-2.793202209	0.005218906	0.032582766	-0.915242047	0.25485199	-3.591268987	0.000329072	0.003439087
SLC22A23	ENSG00000137266	-0.796764762	0.243783073	-3.268335052	0.001081822	0.010755916	-0.723444083	0.234531817	-3.084630871	0.002038049	0.013823026
ZNF444	ENSG00000167685	-0.79731508	0.247956871	-3.215539369	0.001301996	0.012270888	-0.687043772	0.266800026	-2.575126328	0.010020348	0.044826061
WDR31	ENSG00000148225	-0.79742037	0.291641544	-2.734248209	0.006252289	0.037193447	-0.971953336	0.340968535	-2.850566064	0.004364148	0.023994383
RRP7BP	ENSG00000182841	-0.797570457	0.271457359	-2.938105857	0.003302242	0.023581866	-0.666678456	0.219502009	-3.037231683	0.002387619	0.015493078
CACNB1	ENSG00000067191	-0.79766686	0.272264897	-2.929745509	0.003392397	0.024035521	-0.758828383	0.260647239	-2.911323313	0.003599014	0.02090882
CAPN3	ENSG00000092529	-0.798168263	0.221880958	-3.597281494	0.00032156	0.004436358	-0.838576192	0.250397671	-3.348977598	0.000811104	0.006820221
JRK	ENSG00000234616	-0.798825245	0.194487039	-4.107344365	4.00E-05	0.000923735	-0.680076163	0.196983197	-3.452457745	0.000555504	0.005129571
MTA1	ENSG00000182979	-0.7996063	0.251249156	-3.182523329	0.001459978	0.013286529	-0.725672757	0.227058508	-3.195972542	0.001393604	0.010312943
TBXA2R	ENSG00000006638	-0.79990639	0.275922314	-2.899027547	0.00374322	0.025762496	-0.746330907	0.239700803	-3.113593681	0.001848238	0.012841758
KCNC4	ENSG00000116396	-0.800349223	0.220487248	-3.62991162	0.000283518	0.004017618	-0.926744875	0.240390566	-3.855163243	0.000115652	0.001513687
SNAPC4	ENSG00000165684	-0.800844556	0.265447489	-3.016960375	0.002553232	0.019676182	-0.773390841	0.276355341	-2.798537702	0.005133458	0.027186543
HDAC10	ENSG00000100429	-0.801272945	0.223478404	-3.585460304	0.000336484	0.004579455	-0.735332725	0.233711019	-3.146333141	0.001653316	0.011797107
ILF3-DT	ENSG00000267100	-0.802907192	0.235176583	-3.414060967	0.000640023	0.007295934	-0.99034614	0.247142891	-4.00718036	6.14E-05	0.000918507
LYPD6B	ENSG00000150556	-0.806467597	0.307385447	-2.623636232	0.008699665	0.047161522	-1.20336279	0.297759651	-4.041389715	5.31E-05	0.000825575
DTX3	ENSG00000178498	-0.806807677	0.250427308	-3.221724039	0.001274218	0.012073293	-0.753569215	0.235049742	-3.205998898	0.001345945	0.01006503
NINL	ENSG00000101004	-0.807075402	0.235478512	-3.427384496	0.000609426	0.00705972	-0.841562221	0.288163541	-2.920432679	0.003495457	0.020421867
ANO7	ENSG00000146205	-0.808771269	0.296458425	-2.728110248	0.006369831	0.037640337	-1.137367664	0.291341229	-3.903902197	9.47E-05	0.001294781
FGFR4	ENSG00000160867	-0.809822496	0.299015282	-2.708298022	0.006762926	0.039253501	-0.931903304	0.294775613	-3.161398917	0.001570133	0.01134223
TMEM80	ENSG00000177042	-0.810352582	0.254548549	-3.183489303	0.001455115	0.013263961	-0.610461341	0.226597479	-2.694034128	0.007059294	0.034496273
PALM3	ENSG00000187867	-0.810548773	0.221715263	-3.655809543	0.000256372	0.003748297	-0.791857924	0.256599358	-3.085970018	0.002028893	0.013777837
NYNRIN	ENSG00000205978	-0.812347903	0.274448831	-2.959924802	0.003077141	0.022458503	-0.764684416	0.257323292	-2.971687525	0.002961679	0.01809765
LTBP4	ENSG00000090006	-0.813060479	0.287384778	-2.829170302	0.004666886	0.030082326	-1.233035309	0.224761711	-5.485966901	4.11E-08	2.14E-06
PGPEP1	ENSG00000130517	-0.813079086	0.196442469	-4.139018878	3.49E-05	0.000826068	-0.656892249	0.210516024	-3.120390729	0.001806113	0.012622273
FAM171A1	ENSG00000148468	-0.813814037	0.260028703	-3.129708482	0.001749799	0.015133855	-0.640133873	0.245919274	-2.603024406	0.009240538	0.042261024
GLIS2	ENSG00000126603	-0.814442993	0.224253861	-3.631790282	0.000281462	0.003998907	-0.989388324	0.207339234	-4.771833604	1.83E-06	5.45E-05
NANOS1	ENSG00000188613	-0.814900936	0.29718952	-2.742024468	0.006106179	0.036504041	-0.977382608	0.270361827	-3.615090998	0.000300242	0.003205493
ASB16	ENSG00000161664	-0.815645996	0.303535991	-2.687147557	0.007206511	0.04115301	-0.718938109	0.280811524	-2.560215829	0.010460718	0.046198458
UNC119B	ENSG00000175970	-0.818239998	0.279659443	-2.925844339	0.003435228	0.024269951	-0.651917067	0.241353225	-2.701091181	0.006911239	0.033925732
ARHGEF15	ENSG00000198844	-0.818610005	0.258791295	-3.163205339	0.001560422	0.013919829	-0.74661487	0.231672833	-3.222712223	0.001269831	0.009633628
AFG3L1P	ENSG00000223959	-0.819421673	0.230922798	-3.548465891	0.000387482	0.005087459	-0.903820153	0.213255917	-4.238194962	2.25E-05	0.000412617
ATAT1	ENSG00000137343	-0.819675388	0.275224324	-2.978208378	0.002899388	0.021548144	-0.997997478	0.256700766	-3.887785356	0.000101163	0.001357708
GABRE	ENSG00000102287	-0.820681682	0.263999935	-3.1086435	0.001879484	0.015940109	-1.215948268	0.276967966	-4.390212652	1.13E-05	0.000241119
EDA	ENSG00000158813	-0.82158517	0.305361033	-2.690537035	0.007133712	0.040866149	-0.96310132	0.29682476	-3.244679854	0.001175827	0.00906953
KMT5C	ENSG00000133247	-0.822020155	0.315279806	-2.607271822	0.009126688	0.048871766	-0.732348006	0.285501542	-2.565128028	0.010313774	0.045726943
SLC23A3	ENSG00000213901	-0.822076931	0.270354856	-3.040732989	0.00236003	0.018593451	-0.929200941	0.304675996	-3.049800287	0.002289936	0.015082037
CDK5RAP3	ENSG00000108465	-0.822983881	0.260351903	-3.161044225	0.001572046	0.013987762	-0.603659927	0.23214676	-2.600337509	0.009313211	0.04251651
AHSA2P	ENSG00000173209	-0.823133635	0.250302504	-3.288555331	0.00100703	0.010215073	-0.612166148	0.224823536	-2.72287395	0.006471674	0.032184456
SIPA1L3	ENSG00000105738	-0.823625157	0.258082059	-3.191330538	0.001416192	0.013032129	-0.877769168	0.207445708	-4.231319981	2.32E-05	0.000422714
GAS6	ENSG00000183087	-0.825989722	0.243922277	-3.386282442	0.000708464	0.007883791	-0.721304086	0.218239801	-3.305098716	0.00094943	0.007704426
IZUMO4	ENSG00000099840	-0.826459975	0.312843618	-2.641767095	0.008247475	0.045426329	-0.776546772	0.306861848	-2.530607104	0.011386532	0.049292551
TNS1	ENSG00000079308	-0.826771999	0.217371737	-3.803493552	0.00014267	0.002429857	-0.920856623	0.244259964	-3.769985908	0.000163257	0.001980837
CROCCP2	ENSG00000215908	-0.827966065	0.212246003	-3.900973652	9.58E-05	0.001802345	-0.754505706	0.232889831	-3.239753758	0.00119633	0.009202722
LCAT	ENSG00000213398	-0.829131371	0.213989759	-3.874631073	0.000106786	0.001960035	-1.160693523	0.246559202	-4.707565222	2.51E-06	7.14E-05
ZFPM1	ENSG00000179588	-0.83108798	0.260833895	-3.186272931	0.001441186	0.013168452	-0.930566196	0.295173347	-3.15260916	0.001618183	0.011603667
CTF1	ENSG00000150281	-0.832374531	0.276986201	-3.005111902	0.002654832	0.020212584	-1.222679862	0.303136149	-4.033434701	5.50E-05	0.000843675
SLC29A2	ENSG00000174669	-0.832801409	0.278083681	-2.994787058	0.002746365	0.020735132	-0.798995261	0.288904643	-2.765602007	0.005681783	0.029290519
CCDC130	ENSG00000104957	-0.833523462	0.268836743	-3.100481919	0.00193206	0.016274236	-0.588064686	0.202038505	-2.910656494	0.003606703	0.020935952
SNRNP70	ENSG00000104852	-0.833561224	0.279171641	-2.985837752	0.002828026	0.021188163	-0.768296144	0.210766913	-3.645240775	0.000267142	0.002921997
LOC150776	ENSG00000152117	-0.834825087	0.229706327	-3.634314728	0.00027872	0.003968261	-0.864999461	0.238815166	-3.62204577	0.000292282	0.003147082
SRGAP3	ENSG00000196220	-0.835388372	0.297627622	-2.806824068	0.005003256	0.031644574	-1.009833514	0.321397692	-3.142006119	0.001677945	0.011924978
MIER2	ENSG00000105556	-0.836496424	0.231540831	-3.612738279	0.00030298	0.004232372	-0.843986687	0.217636609	-3.877962864	0.000105335	0.001399668
GRAMD2A	ENSG00000175318	-0.836957517	0.235764004	-3.549980069	0.00038526	0.005065632	-0.758053981	0.269255585	-2.815369571	0.004872117	0.026136961
EPS8L2	ENSG00000177106	-0.837327134	0.244499663	-3.424655571	0.000615579	0.007112808	-0.911880847	0.255044102	-3.575384962	0.000349713	0.003598691
CAPN15	ENSG00000103326	-0.839682195	0.296721388	-2.829867444	0.004656729	0.030033251	-0.670987587	0.244059693	-2.749276531	0.005972697	0.030407188
POLE	ENSG00000177084	-0.839909007	0.206546453	-4.066441201	4.77E-05	0.001057718	-0.674573468	0.210214042	-3.208983858	0.00133205	0.010003337
PRPF40B	ENSG00000110844	-0.840752616	0.252760847	-3.326277097	0.000880144	0.009227753	-0.767075582	0.25580929	-2.998622851	0.002712028	0.016996278
ZNF579	ENSG00000218891	-0.841034559	0.234805502	-3.581834977	0.000341189	0.004627263	-0.987226691	0.232430577	-4.247404545	2.16E-05	0.000397942
GPRASP1	ENSG00000198932	-0.841607237	0.200225014	-4.203307173	2.63E-05	0.000658578	-1.036251213	0.274241713	-3.77860538	0.000157709	0.001928949
SORBS1	ENSG00000095637	-0.841729933	0.243521806	-3.456486899	0.000547266	0.00650327	-0.712306057	0.253462696	-2.810299379	0.004949544	0.026421555
SHROOM2	ENSG00000146950	-0.842469783	0.295388194	-2.852076695	0.004343462	0.028602469	-0.679090017	0.264265391	-2.569727401	0.010177857	0.045265412
CDH6	ENSG00000113361	-0.842502308	0.288450792	-2.920783484	0.003491524	0.024483027	-0.782201646	0.281821758	-2.775519009	0.005511368	0.02865458
TLE2	ENSG00000065717	-0.843447731	0.248232095	-3.397819009	0.000679253	0.0076374	-0.93353446	0.250023624	-3.733785016	0.000188624	0.002218836
PI4KAP1	ENSG00000274602	-0.844639694	0.317401576	-2.661107438	0.00778841	0.0435782	-0.842518778	0.231679449	-3.636571052	0.000276291	0.003006188
ARHGEF17	ENSG00000110237	-0.844901686	0.261262656	-3.233916778	0.00122105	0.011729078	-0.855968648	0.208736981	-4.100704367	4.12E-05	0.00067064
NPIPA1	ENSG00000183426	-0.847979895	0.236081562	-3.591893787	0.000328284	0.004492607	-1.17644419	0.243895635	-4.82355574	1.41E-06	4.37E-05
LOC102724993	ENSG00000183426	-0.847979895	0.236081562	-3.591893787	0.000328284	0.004492607	-1.17644419	0.243895635	-4.82355574	1.41E-06	4.37E-05
ZSWIM4	ENSG00000132003	-0.848708823	0.311612541	-2.723602905	0.00645741	0.038001631	-0.83613219	0.208579782	-4.008692419	6.11E-05	0.000914914
CDK10	ENSG00000185324	-0.84873422	0.26297821	-3.227393707	0.001249234	0.011916354	-0.787712562	0.229462621	-3.432857865	0.000597255	0.005420543
ANKS6	ENSG00000165138	-0.848951845	0.222660896	-3.812756792	0.000137425	0.002359772	-0.714914845	0.261508282	-2.733813398	0.006260551	0.031395168
FAM86B1	ENSG00000186523	-0.849372937	0.276325094	-3.073817593	0.002113386	0.017339212	-0.935517028	0.347408996	-2.692840536	0.007084614	0.034590303
DIP2A	ENSG00000160305	-0.849506995	0.173818151	-4.887331898	1.02E-06	4.92E-05	-0.63140826	0.200439828	-3.150113761	0.001632069	0.011674781
INTS1	ENSG00000164880	-0.85013478	0.272920373	-3.114955361	0.001839727	0.015720729	-0.752898758	0.199065729	-3.782161616	0.000155472	0.001908771
IGF1R	ENSG00000140443	-0.851119143	0.223158169	-3.813972599	0.000136751	0.002354139	-0.666618405	0.22775209	-2.926947472	0.003423067	0.020164557
C6orf132	ENSG00000188112	-0.851578078	0.31568708	-2.697538583	0.006985419	0.040211677	-1.25350007	0.36685291	-3.416900991	0.000633383	0.005644897
ACACB	ENSG00000076555	-0.851630291	0.19253307	-4.42329356	9.72E-06	0.000300414	-0.981388762	0.227902352	-4.306180936	1.66E-05	0.000324246
KIFC3	ENSG00000140859	-0.852219947	0.240293821	-3.546574536	0.000390274	0.005114232	-0.627262327	0.244800015	-2.562345953	0.01039677	0.046005302
